genero,ano_ingresso,ieg,ida,atingiu_pv,ipv,ian,ano,ipp,matematica,portugues,defasagem,tipo_estudante,piorou_defasagem
masculino,2018,9.7,7.2,nao,7.333,5.0,2022,7.802083333400001,6.3,7.2,-1.0,veterano,False
masculino,2018,9.4,6.5,nao,8.3775,10.0,2023,8.28125,6.3,6.5,0.0,veterano,False
feminino,2022,9.5,8.0,nao,7.0,5.0,2022,7.9333333334,7.0,9.0,-1.0,ingressante,False
feminino,2022,9.4,7.8,nao,8.1725,5.0,2023,7.75,7.7,7.0,-1.0,veterano,False
feminino,2022,6.9,6.3,nao,7.25,10.0,2022,7.9895833332,5.0,7.5,0.0,ingressante,True
masculino,2019,9.4,7.2,sim,8.5,10.0,2022,7.78125,8.0,7.2,0.0,veterano,False
masculino,2019,9.7,7.8,nao,8.4625,10.0,2023,8.125,8.7,7.0,0.0,veterano,False
masculino,2021,3.6,2.7,nao,4.708,5.0,2022,6.760416666599999,1.7,4.7,-2.0,veterano,False
masculino,2021,6.2,6.5,nao,7.3775,5.0,2023,7.1875,6.0,5.8,-2.0,veterano,False
masculino,2016,8.9,6.7,sim,8.5,10.0,2022,8.5208333334,5.0,6.3,0.0,veterano,False
masculino,2016,9.4,6.5,nao,8.17,10.0,2023,8.125,6.0,6.3,1.0,veterano,False
feminino,2017,9.2,6.3,nao,8.25,10.0,2022,7.854166666599999,6.8,6.3,0.0,veterano,False
feminino,2017,9.2,6.0,nao,8.79,10.0,2023,8.4375,6.3,6.2,0.0,veterano,False
masculino,2018,9.1,5.1,sim,8.625,10.0,2022,8.2395833334,4.0,6.0,0.0,veterano,False
masculino,2018,9.0,6.2,nao,8.2125,10.0,2023,8.28125,7.0,6.0,1.0,veterano,False
feminino,2021,9.7,7.3,nao,8.292,10.0,2022,7.729166666599999,6.0,7.5,0.0,veterano,False
feminino,2021,9.8,7.2,nao,8.46,10.0,2023,7.96875,7.0,7.3,1.0,veterano,True
masculino,2022,7.1,7.5,nao,6.458,10.0,2022,7.6229166666,5.7,7.8,0.0,ingressante,True
masculino,2022,7.6,8.5,nao,8.505,5.0,2023,7.96875,8.2,8.2,-1.0,veterano,False
feminino,2017,5.2,6.8,nao,6.778,10.0,2022,7.687500000200001,6.3,4.5,0.0,veterano,False
masculino,2018,5.6,5.5,nao,4.917,5.0,2022,7.052083333400001,4.7,5.0,-2.0,veterano,False
feminino,2017,5.2,5.4,nao,6.917,5.0,2022,7.0416666668,6.3,5.8,-1.0,veterano,False
feminino,2017,7.9,5.9,nao,8.005,5.0,2023,7.96875,6.3,4.8,-1.0,veterano,False
feminino,2019,6.7,7.4,nao,5.708,10.0,2022,7.08125,5.3,8.5,0.0,veterano,False
feminino,2019,7.9,7.1,nao,8.045,10.0,2023,8.28125,4.7,8.0,0.0,veterano,False
masculino,2020,3.8,4.1,nao,4.833,5.0,2022,6.4125,5.7,1.7,-1.0,veterano,False
masculino,2022,9.2,3.8,nao,7.25,5.0,2022,7.01875,7.0,0.5,-1.0,ingressante,False
masculino,2021,8.8,7.6,sim,8.458,10.0,2022,8.2166666666,6.7,7.5,0.0,veterano,False
masculino,2021,9.4,7.1,nao,8.71,10.0,2023,7.65625,7.7,8.0,0.0,veterano,False
feminino,2021,5.8,7.8,nao,6.542,10.0,2022,7.03125,5.7,7.7,0.0,veterano,False
feminino,2021,6.6,6.9,nao,7.7125,10.0,2023,7.96875,5.7,6.7,0.0,veterano,False
feminino,2021,8.5,7.1,nao,7.292,5.0,2022,7.40625,6.3,7.2,-2.0,veterano,False
feminino,2021,8.6,5.6,nao,8.5025,5.0,2023,8.4375,6.7,5.3,-1.0,veterano,False
feminino,2022,7.3,4.0,nao,6.125,5.0,2022,6.541666666599999,5.0,7.0,-1.0,ingressante,False
feminino,2022,8.1,6.5,nao,7.833,10.0,2022,7.0,6.8,6.8,0.0,ingressante,False
feminino,2022,7.6,6.1,nao,7.5475,10.0,2023,7.1875,6.3,5.8,0.0,veterano,False
masculino,2022,8.5,5.2,nao,6.0,5.0,2022,7.375,7.0,3.5,-1.0,ingressante,True
feminino,2022,4.6,3.1,nao,5.583,10.0,2022,6.927083333400001,4.3,4.7,0.0,ingressante,True
masculino,2022,6.4,3.3,nao,5.833,10.0,2022,7.56875,4.7,4.3,0.0,ingressante,False
masculino,2022,7.5,6.9,nao,7.4625,10.0,2023,8.28125,7.2,6.5,0.0,veterano,False
masculino,2022,9.4,6.9,sim,8.5,10.0,2022,7.91875,7.0,6.7,0.0,ingressante,False
masculino,2022,9.8,7.8,nao,8.42,10.0,2023,8.28125,8.0,8.2,1.0,veterano,False
masculino,2021,8.2,6.7,sim,8.556,5.0,2022,8.1583333334,7.2,4.7,-1.0,veterano,False
masculino,2022,7.6,4.3,nao,5.583,10.0,2022,7.125,3.7,6.3,0.0,ingressante,False
feminino,2022,7.5,3.7,nao,7.208,10.0,2022,7.75625,4.0,4.0,0.0,ingressante,False
feminino,2022,7.5,4.5,nao,7.2975,10.0,2023,7.1875,6.3,4.0,0.0,veterano,False
feminino,2022,9.0,7.8,sim,8.417,5.0,2022,7.875,6.8,7.7,-1.0,ingressante,False
feminino,2022,9.5,6.7,nao,8.96,5.0,2023,8.125,7.7,7.0,-1.0,veterano,False
feminino,2021,3.7,3.7,nao,5.958,5.0,2022,6.427083333400001,2.0,4.7,-2.0,veterano,False
feminino,2021,8.4,7.0,nao,7.6275,5.0,2023,8.125,6.0,7.2,-2.0,veterano,True
feminino,2017,8.1,4.7,nao,7.042,10.0,2022,7.5625,6.3,5.0,0.0,veterano,False
masculino,2016,10.0,7.7,sim,9.125,5.0,2022,8.25,8.2,7.5,-1.0,veterano,False
masculino,2016,9.9,7.5,nao,9.545,5.0,2023,8.75,9.3,7.0,-1.0,veterano,False
masculino,2018,9.7,8.2,sim,8.708,10.0,2022,7.71875,8.7,7.2,0.0,veterano,False
masculino,2018,9.7,7.9,nao,9.3775,10.0,2023,8.59375,9.3,7.3,0.0,veterano,False
feminino,2018,9.4,7.8,sim,9.208,10.0,2022,7.775,6.7,8.0,0.0,veterano,False
feminino,2018,8.8,7.3,nao,8.8325,10.0,2023,8.125,7.0,8.0,1.0,veterano,False
masculino,2016,9.9,8.4,sim,9.25,5.0,2022,7.78125,8.3,8.2,-1.0,veterano,False
masculino,2016,10.0,8.1,nao,9.5875,5.0,2023,8.75,9.3,7.8,-1.0,veterano,False
masculino,2022,9.4,7.6,sim,9.167,10.0,2022,7.78125,8.0,6.7,0.0,ingressante,False
masculino,2022,9.9,6.8,nao,8.9175,10.0,2023,8.125,7.7,7.0,0.0,veterano,False
feminino,2021,8.2,5.8,nao,7.875,10.0,2022,7.3125,5.3,5.7,0.0,veterano,False
feminino,2021,8.5,7.2,nao,7.5425,10.0,2023,8.28125,6.5,6.7,0.0,veterano,False
masculino,2017,7.4,2.9,nao,4.292,5.0,2022,5.395833333400001,2.3,4.2,-1.0,veterano,True
masculino,2017,8.2,4.9,nao,6.545,5.0,2023,5.15625,6.2,5.3,-2.0,veterano,False
feminino,2021,8.3,6.9,sim,9.667,5.0,2022,8.197916666800001,9.2,3.8,-1.0,veterano,False
feminino,2022,8.6,6.6,nao,7.625,10.0,2022,7.78125,6.7,6.5,0.0,ingressante,False
feminino,2022,9.3,8.3,nao,8.625,10.0,2023,7.96875,7.7,8.8,0.0,veterano,False
masculino,2018,8.1,6.3,nao,6.625,5.0,2022,7.4270833332,5.3,6.3,-2.0,veterano,False
masculino,2018,8.0,5.3,nao,7.835,5.0,2023,7.34375,5.0,5.5,-1.0,veterano,False
masculino,2019,7.4,5.3,nao,6.917,5.0,2022,7.7083333332,5.0,6.8,-1.0,veterano,False
feminino,2018,7.3,4.8,nao,6.125,10.0,2022,7.0625,2.7,6.2,0.0,veterano,False
masculino,2022,8.8,8.0,sim,10.0,5.0,2022,8.3958333334,9.5,4.4,-1.0,ingressante,False
feminino,2019,8.2,5.0,nao,6.458,10.0,2022,7.479166666599999,5.7,5.2,0.0,veterano,False
feminino,2019,9.9,6.1,nao,7.4175,10.0,2023,7.34375,6.3,5.2,0.0,veterano,False
masculino,2021,5.8,3.4,nao,5.625,5.0,2022,5.697916666599999,1.3,5.5,-2.0,veterano,False
masculino,2021,3.7,3.8,nao,6.05,5.0,2023,7.03125,5.0,3.3,-2.0,veterano,False
masculino,2019,7.7,6.9,nao,7.917,10.0,2022,8.15625,5.3,7.0,0.0,veterano,False
feminino,2016,7.4,3.3,nao,6.292,5.0,2022,6.927083333400001,2.3,4.8,-2.0,veterano,False
feminino,2016,7.7,2.7,nao,6.505,5.0,2023,4.6875,2.7,4.0,-2.0,veterano,False
masculino,2022,8.6,8.9,nao,7.25,10.0,2022,7.6666666668,8.7,9.5,0.0,ingressante,False
masculino,2022,9.0,7.4,nao,8.7975,10.0,2023,8.59375,8.0,7.3,0.0,veterano,False
masculino,2016,7.6,8.0,sim,9.111,5.0,2022,7.275,7.7,6.3,-1.0,veterano,False
masculino,2016,7.7,6.9,nao,8.8825,10.0,2023,8.625,7.0,5.8,0.0,veterano,False
feminino,2019,8.4,7.9,nao,8.125,10.0,2022,7.541666666599999,8.0,7.2,0.0,veterano,False
feminino,2019,9.0,6.6,nao,9.1275,10.0,2023,8.75,7.7,6.2,0.0,veterano,False
feminino,2022,8.5,7.1,nao,6.958,5.0,2022,7.0833333332,6.3,6.5,-2.0,ingressante,False
feminino,2022,9.3,5.9,nao,7.7125,5.0,2023,8.125,4.3,7.0,-2.0,veterano,False
feminino,2018,5.3,3.0,nao,5.833,5.0,2022,6.9145833334,3.8,4.7,-1.0,veterano,False
feminino,2018,7.4,5.0,nao,7.6275,5.0,2023,7.8125,5.3,6.8,-1.0,veterano,False
feminino,2019,8.3,8.1,nao,7.0,10.0,2022,7.520833333400001,8.1,9.3,1.0,veterano,False
feminino,2019,9.5,7.5,nao,8.295,10.0,2023,7.65625,7.0,7.7,1.0,veterano,False
feminino,2017,5.7,4.3,nao,5.125,5.0,2022,6.635416666599999,3.7,6.0,-1.0,veterano,False
masculino,2021,8.8,7.4,nao,7.208,5.0,2022,7.28125,7.2,7.0,-1.0,veterano,False
masculino,2021,9.9,5.5,nao,8.7525,5.0,2023,8.125,5.7,6.0,-1.0,veterano,False
masculino,2018,9.2,6.0,nao,7.417,10.0,2022,8.1041666666,5.7,5.8,0.0,veterano,False
masculino,2018,9.8,5.6,nao,8.3775,10.0,2023,8.75,6.0,5.3,1.0,veterano,False
masculino,2019,9.9,9.1,nao,8.208,10.0,2022,8.53125,9.7,8.3,0.0,veterano,False
masculino,2019,10.0,8.9,nao,9.2125,10.0,2023,8.75,9.0,8.5,0.0,veterano,False
feminino,2021,9.2,7.1,nao,7.333,10.0,2022,8.0645833334,5.7,7.0,0.0,veterano,False
feminino,2021,9.5,6.5,nao,8.7125,10.0,2023,8.28125,6.3,7.7,0.0,veterano,False
masculino,2020,8.8,5.6,nao,6.625,5.0,2022,6.84375,4.5,5.8,-1.0,veterano,True
masculino,2020,9.5,6.8,nao,7.5025,5.0,2023,7.03125,6.8,4.8,-2.0,veterano,False
feminino,2020,4.1,2.8,nao,5.75,2.5,2022,6.635416666599999,4.0,3.2,-3.0,veterano,False
feminino,2022,5.8,3.0,nao,5.625,5.0,2022,6.7104166666,4.7,2.3,-2.0,ingressante,False
feminino,2022,7.5,4.7,nao,7.3375,5.0,2023,8.125,3.7,5.0,-1.0,veterano,False
feminino,2022,3.4,1.1,nao,4.292,2.5,2022,5.9208333334,0.7,2.5,-4.0,ingressante,False
masculino,2022,4.0,3.7,nao,7.611,5.0,2022,6.94375,6.3,1.1,-1.0,ingressante,False
masculino,2022,8.2,8.0,nao,7.792,10.0,2022,7.614583333400001,8.0,7.5,0.0,ingressante,False
masculino,2022,8.6,7.1,sim,9.21,10.0,2023,8.90625,8.0,6.5,0.0,veterano,False
feminino,2022,8.0,6.9,nao,7.375,5.0,2022,7.489583333400001,5.3,7.7,-1.0,ingressante,False
masculino,2019,6.3,5.2,nao,5.417,10.0,2022,6.7375,5.5,4.8,0.0,veterano,True
feminino,2019,8.2,6.8,nao,6.708,10.0,2022,7.697916666599999,6.3,7.3,0.0,veterano,False
feminino,2019,9.6,6.1,nao,8.005,10.0,2023,7.96875,5.0,7.2,0.0,veterano,False
masculino,2022,6.9,3.1,nao,5.875,5.0,2022,7.0,2.7,4.8,-1.0,ingressante,True
feminino,2019,5.8,6.3,nao,6.042,10.0,2022,7.6979166668,6.5,7.2,0.0,veterano,False
feminino,2019,5.4,5.2,nao,6.465,10.0,2023,6.71875,4.7,6.5,0.0,veterano,False
masculino,2022,7.7,4.8,nao,6.208,2.5,2022,7.375,4.3,5.0,-3.0,ingressante,False
masculino,2019,7.2,3.9,nao,5.375,5.0,2022,6.729166666599999,3.8,4.0,-1.0,veterano,True
masculino,2019,7.3,5.1,nao,7.05,5.0,2023,7.65625,5.7,5.2,-2.0,veterano,False
masculino,2020,7.7,4.3,nao,5.542,5.0,2022,7.0625,3.0,5.5,-2.0,veterano,False
masculino,2020,8.8,5.7,nao,7.835,5.0,2023,7.8125,7.0,3.7,-2.0,veterano,True
masculino,2019,6.6,4.8,nao,5.208,5.0,2022,6.725,2.8,6.7,-1.0,veterano,True
masculino,2019,8.9,5.2,nao,7.75,5.0,2023,7.65625,5.2,4.8,-2.0,veterano,False
feminino,2021,6.8,5.2,nao,5.958,5.0,2022,7.09375,4.7,5.8,-1.0,veterano,False
feminino,2021,7.9,4.0,nao,7.46,5.0,2023,7.34375,4.7,4.5,-1.0,veterano,False
masculino,2022,4.5,2.5,nao,4.708,5.0,2022,6.68125,5.0,0.0,-1.0,ingressante,True
masculino,2019,7.4,5.0,nao,6.167,10.0,2022,7.25,6.7,5.5,0.0,veterano,False
masculino,2019,6.8,4.9,nao,7.5025,10.0,2023,7.03125,4.7,5.2,0.0,veterano,False
feminino,2019,9.5,8.0,sim,10.0,5.0,2022,8.3125,9.0,5.7,-1.0,veterano,False
feminino,2022,7.0,4.1,nao,5.889,5.0,2022,7.125,4.7,5.0,-1.0,ingressante,False
feminino,2022,8.7,3.9,nao,7.75,10.0,2023,7.65625,4.0,2.8,0.0,veterano,True
feminino,2022,5.1,3.0,nao,5.056,10.0,2022,6.4979166668,3.0,4.2,0.0,ingressante,True
feminino,2022,6.8,6.3,nao,7.8375,5.0,2023,7.96875,5.7,6.8,-1.0,veterano,False
feminino,2022,10.0,6.1,sim,8.389,5.0,2022,8.4020833332,7.0,6.5,-1.0,ingressante,False
feminino,2022,9.5,5.7,nao,8.96,10.0,2023,8.59375,6.3,5.7,0.0,veterano,False
feminino,2019,6.9,5.8,nao,6.111,5.0,2022,7.072916666599999,4.3,5.8,-1.0,veterano,False
feminino,2019,8.1,4.9,nao,7.71,5.0,2023,7.96875,5.0,5.0,-1.0,veterano,False
masculino,2022,7.7,5.2,nao,7.5,10.0,2022,7.445833333199999,6.3,4.3,0.0,ingressante,False
masculino,2022,9.2,7.2,nao,8.88,10.0,2023,8.59375,5.7,5.8,0.0,veterano,False
feminino,2018,5.2,6.1,nao,7.944,10.0,2022,7.737500000200001,5.7,3.6,0.0,veterano,False
feminino,2022,10.0,6.4,sim,8.667,5.0,2022,8.0416666666,7.3,6.3,-1.0,ingressante,False
feminino,2022,9.9,5.5,nao,8.96,10.0,2023,8.59375,5.7,6.0,0.0,veterano,False
feminino,2022,9.1,5.2,nao,8.278,10.0,2022,8.010416666800001,5.7,6.2,0.0,ingressante,False
feminino,2022,9.4,6.2,nao,8.42,10.0,2023,8.125,6.0,5.8,1.0,veterano,False
feminino,2022,8.1,4.7,nao,6.778,10.0,2022,7.5625,4.3,5.7,0.0,ingressante,False
feminino,2022,9.3,6.8,sim,8.611,10.0,2022,7.9916666668,6.3,7.2,0.0,ingressante,False
masculino,2022,6.8,6.0,sim,8.444,10.0,2022,7.979166666599999,6.0,6.0,0.0,ingressante,False
masculino,2022,7.1,5.6,nao,7.0025,10.0,2023,8.125,3.8,7.3,0.0,veterano,False
feminino,2022,9.7,9.0,sim,8.944,5.0,2022,8.708333333199999,8.7,9.3,-1.0,ingressante,False
feminino,2022,9.4,8.2,sim,9.76,10.0,2023,9.0625,8.3,7.5,0.0,veterano,False
feminino,2018,8.8,2.5,nao,7.056,5.0,2022,7.1875,2.3,2.7,-2.0,veterano,False
feminino,2019,8.7,3.7,nao,6.944,5.0,2022,6.697916666599999,2.3,5.0,-1.0,veterano,False
feminino,2019,8.6,5.2,nao,6.7975,10.0,2023,7.03125,5.7,4.8,0.0,veterano,True
masculino,2017,9.0,7.5,sim,8.5,5.0,2022,7.854166666599999,7.5,7.5,-1.0,veterano,False
masculino,2017,8.4,6.8,sim,9.175,5.0,2023,8.28125,6.3,7.7,-1.0,veterano,False
masculino,2016,8.5,5.1,nao,7.889,5.0,2022,6.84375,4.5,5.7,-1.0,veterano,False
masculino,2016,7.5,5.1,nao,7.255,5.0,2023,7.34375,6.7,5.2,-1.0,veterano,False
masculino,2019,7.3,5.8,nao,7.611,5.0,2022,7.5,5.3,6.2,-1.0,veterano,False
masculino,2019,9.1,6.7,nao,8.38,10.0,2023,8.59375,8.7,7.0,0.0,veterano,False
feminino,2019,9.9,8.1,sim,8.889,10.0,2022,7.96875,7.1,9.2,0.0,veterano,False
feminino,2019,8.9,7.1,nao,8.255,10.0,2023,7.8125,7.7,5.7,0.0,veterano,False
masculino,2016,4.8,3.8,nao,7.278,5.0,2022,7.3770833334,4.7,4.0,-1.0,veterano,False
masculino,2017,8.2,6.5,nao,7.667,10.0,2022,7.677083333400001,6.0,7.0,0.0,veterano,True
masculino,2017,9.6,8.9,nao,8.505,5.0,2023,9.166666667,9.0,8.7,-1.0,veterano,False
feminino,2021,6.7,6.6,nao,7.5,5.0,2022,7.46875,5.5,7.7,-2.0,veterano,False
feminino,2021,8.6,6.6,nao,8.505,5.0,2023,7.96875,6.3,7.8,-2.0,veterano,False
masculino,2020,7.4,5.9,nao,7.167,5.0,2022,7.21875,4.2,7.7,-2.0,veterano,False
masculino,2021,5.4,3.6,nao,6.667,5.0,2022,7.083333333400001,1.3,5.8,-1.0,veterano,False
masculino,2022,9.1,7.0,nao,7.889,10.0,2022,8.2083333334,6.0,8.0,0.0,ingressante,False
masculino,2022,9.4,6.2,nao,7.84,10.0,2023,7.96875,6.7,5.5,1.0,veterano,True
feminino,2019,10.0,8.5,nao,8.0,5.0,2022,7.8333333332,8.5,8.5,-1.0,veterano,False
feminino,2019,9.5,7.3,nao,7.7925,10.0,2023,7.8125,6.7,6.2,0.0,veterano,False
masculino,2022,8.7,1.8,nao,5.833,5.0,2022,6.4270833332,0.5,3.0,-1.0,ingressante,False
feminino,2019,9.6,8.5,sim,10.0,5.0,2022,8.0416666666,9.0,7.1,-1.0,veterano,False
feminino,2022,8.8,6.5,sim,8.611,10.0,2022,8.3541666666,7.0,6.0,0.0,ingressante,True
masculino,2019,8.1,7.0,sim,8.389,10.0,2022,7.7520833334,7.3,6.7,0.0,veterano,False
masculino,2019,8.1,7.2,nao,7.17,10.0,2023,7.96875,8.2,6.0,0.0,veterano,False
feminino,2022,10.0,7.5,sim,8.444,10.0,2022,8.0625,8.0,7.0,0.0,ingressante,False
masculino,2019,8.4,4.6,nao,8.278,5.0,2022,7.302083333400001,5.3,3.8,-1.0,veterano,False
masculino,2019,8.5,3.4,nao,6.5025,10.0,2023,6.09375,4.3,4.5,0.0,veterano,False
masculino,2022,9.6,8.5,nao,7.778,5.0,2022,7.447916666599999,10.0,7.0,-1.0,ingressante,False
masculino,2022,9.6,8.7,nao,8.23,5.0,2023,8.75,8.7,8.7,-1.0,veterano,False
feminino,2019,7.0,4.6,nao,7.5,5.0,2022,7.40625,3.3,5.8,-1.0,veterano,False
feminino,2019,9.2,5.8,nao,8.255,10.0,2023,7.65625,6.0,6.7,0.0,veterano,False
feminino,2019,9.0,6.8,sim,8.944,5.0,2022,7.854166666599999,8.5,4.3,-1.0,veterano,False
feminino,2019,8.5,5.2,nao,7.5,5.0,2022,7.75,4.7,5.7,-1.0,veterano,False
feminino,2019,7.3,4.3,nao,7.4225,10.0,2023,7.34375,5.3,4.8,0.0,veterano,True
feminino,2018,7.9,7.9,nao,7.5,5.0,2022,6.6875,6.5,9.3,-1.0,veterano,False
masculino,2022,10.0,2.0,nao,7.056,5.0,2022,8.0625,1.0,3.0,-1.0,ingressante,False
masculino,2022,9.9,6.8,nao,8.673333333,5.0,2023,8.541666667,6.8,6.8,-1.0,veterano,False
masculino,2019,10.0,8.8,nao,8.167,10.0,2022,8.0520833334,9.5,8.0,0.0,veterano,False
masculino,2019,9.0,5.8,nao,7.505,10.0,2023,7.03125,8.0,5.2,0.0,veterano,False
feminino,2022,10.0,7.8,nao,7.833,10.0,2022,8.1979166666,6.0,9.5,0.0,ingressante,False
feminino,2022,9.9,8.7,nao,8.953333333,10.0,2023,8.958333333,8.2,9.2,0.0,veterano,False
feminino,2018,7.4,6.7,nao,7.5,5.0,2022,7.572916666599999,5.2,8.2,-1.0,veterano,False
feminino,2018,8.7,5.9,nao,7.7925,10.0,2023,7.8125,7.0,5.5,0.0,veterano,False
masculino,2018,7.9,7.3,nao,7.5,5.0,2022,7.0,5.5,9.0,-1.0,veterano,False
masculino,2018,7.7,6.7,nao,7.34,5.0,2023,7.03125,5.0,7.2,-1.0,veterano,False
masculino,2022,6.9,4.8,nao,6.889,10.0,2022,6.6125,4.0,5.5,0.0,ingressante,True
masculino,2022,4.1,4.0,nao,7.726666667,5.0,2023,8.541666667,5.0,3.0,-1.0,veterano,False
masculino,2022,9.5,7.3,nao,6.944,10.0,2022,7.25,6.5,8.0,0.0,ingressante,True
feminino,2021,9.8,6.9,nao,7.944,5.0,2022,7.96875,5.3,8.5,-1.0,veterano,False
masculino,2019,9.5,5.4,nao,7.667,10.0,2022,7.46875,3.3,7.5,0.0,veterano,True
masculino,2019,9.9,7.9,nao,8.283333333,5.0,2023,8.541666667,6.8,9.0,-1.0,veterano,False
feminino,2019,9.0,4.3,nao,7.5,5.0,2022,7.1895833334,2.0,6.7,-1.0,veterano,False
feminino,2019,9.6,5.9,nao,8.226666667,5.0,2023,7.916666667,4.3,7.5,-1.0,veterano,False
feminino,2021,7.7,6.2,nao,6.833,5.0,2022,6.791666666599999,4.3,8.0,-1.0,veterano,False
feminino,2021,7.6,4.8,nao,7.6275,10.0,2023,7.34375,6.0,5.7,0.0,veterano,False
feminino,2017,8.9,8.6,sim,9.833,5.0,2022,8.520833333199999,9.0,7.0,-1.0,veterano,False
feminino,2017,9.7,7.7,nao,8.8825,10.0,2023,8.75,8.2,8.8,0.0,veterano,False
masculino,2017,4.4,2.5,nao,4.833,5.0,2022,6.525,2.3,2.7,-1.0,veterano,False
masculino,2018,8.3,3.3,nao,6.944,5.0,2022,5.885416666599999,1.5,5.2,-1.0,veterano,False
masculino,2018,8.4,3.9,nao,6.84,5.0,2023,7.34375,5.3,5.3,-1.0,veterano,True
masculino,2017,7.7,5.4,nao,7.333,5.0,2022,7.375,4.0,6.8,-2.0,veterano,False
masculino,2017,9.4,5.2,nao,7.1725,5.0,2023,7.5,5.0,5.8,-2.0,veterano,False
masculino,2019,9.6,8.1,nao,7.778,10.0,2022,8.0104166666,8.0,8.2,0.0,veterano,False
masculino,2019,8.8,6.5,nao,7.5,10.0,2023,7.5,6.3,6.2,0.0,veterano,False
feminino,2017,8.4,8.1,nao,8.0,5.0,2022,7.583333333400001,8.0,8.2,-1.0,veterano,False
feminino,2017,9.1,7.3,nao,7.335,10.0,2023,7.65625,6.3,7.2,0.0,veterano,False
masculino,2019,5.9,4.0,nao,7.222,5.0,2022,7.0,3.7,4.3,-1.0,veterano,False
masculino,2019,8.2,3.7,nao,6.833,5.0,2022,6.78125,1.3,6.0,-1.0,veterano,False
masculino,2019,6.8,3.0,nao,7.0075,5.0,2023,6.875,4.3,2.8,-1.0,veterano,False
feminino,2019,8.5,4.5,nao,7.722,5.0,2022,7.39375,3.5,5.5,-2.0,veterano,False
feminino,2019,7.4,4.2,nao,7.835,5.0,2023,6.875,6.0,4.3,-2.0,veterano,False
masculino,2019,8.9,3.5,nao,7.556,10.0,2022,7.46875,2.0,5.0,0.0,veterano,True
masculino,2019,8.2,8.2,nao,8.95,5.0,2023,8.75,6.8,9.5,-1.0,veterano,False
feminino,2017,4.8,6.9,nao,6.111,10.0,2022,6.458333333400001,7.7,5.1,0.0,veterano,False
feminino,2017,9.1,7.8,nao,8.7575,10.0,2023,8.75,8.3,7.8,0.0,veterano,False
feminino,2022,8.8,4.7,nao,7.722,5.0,2022,7.28125,4.0,5.3,-1.0,ingressante,False
feminino,2022,8.8,4.8,nao,7.005,10.0,2023,7.34375,5.7,5.8,0.0,veterano,False
feminino,2022,8.1,5.1,nao,8.056,5.0,2022,7.520833333400001,5.0,5.2,-1.0,ingressante,False
masculino,2022,8.8,4.8,nao,6.778,5.0,2022,7.270833333400001,3.7,5.8,-2.0,ingressante,False
masculino,2022,9.5,4.6,nao,7.17,5.0,2023,6.09375,6.2,4.7,-2.0,veterano,False
feminino,2018,8.9,4.9,nao,8.333,10.0,2022,7.5625,4.2,5.7,0.0,veterano,False
feminino,2018,8.6,6.0,nao,7.9175,10.0,2023,7.96875,6.7,5.3,0.0,veterano,False
feminino,2017,5.7,2.8,nao,7.167,5.0,2022,6.8375,3.3,2.3,-2.0,veterano,False
feminino,2017,7.9,4.6,nao,7.465,5.0,2023,7.1875,6.7,5.0,-1.0,veterano,True
feminino,2022,9.3,5.5,nao,7.5,10.0,2022,7.78125,3.0,8.0,0.0,ingressante,False
feminino,2022,8.1,6.5,nao,7.7925,10.0,2023,7.5,9.3,5.8,1.0,veterano,True
feminino,2022,9.3,4.3,nao,7.5,5.0,2022,6.96875,3.0,5.5,-1.0,ingressante,False
feminino,2016,7.8,6.8,nao,7.75,5.0,2022,7.666666666599999,4.7,7.3,-1.0,veterano,False
feminino,2016,8.2,5.9,nao,7.755,5.0,2023,7.96875,6.2,5.7,-1.0,veterano,False
masculino,2018,8.5,1.7,nao,7.444,5.0,2022,6.3833333332,1.2,2.2,-2.0,veterano,False
feminino,2021,9.6,4.3,nao,6.722,5.0,2022,6.958333333400001,3.7,5.0,-1.0,veterano,False
feminino,2021,8.1,7.3,nao,7.116666667,5.0,2023,7.083333333,6.3,8.3,-1.0,veterano,False
feminino,2019,3.7,3.0,nao,7.222,5.0,2022,6.697916666599999,4.3,1.7,-1.0,veterano,False
feminino,2019,7.3,4.2,nao,6.88,10.0,2023,7.8125,4.7,4.0,0.0,veterano,False
masculino,2020,9.3,6.3,nao,7.5,5.0,2022,7.78125,6.5,6.2,-1.0,veterano,False
masculino,2020,8.8,7.8,nao,8.45,5.0,2023,7.291666667,6.8,8.8,-1.0,veterano,False
feminino,2020,7.3,5.3,nao,6.944,5.0,2022,7.937499999799999,4.0,6.5,-1.0,veterano,False
feminino,2020,8.3,6.0,nao,6.89,5.0,2023,6.875,4.7,7.2,-1.0,veterano,False
masculino,2022,9.3,6.0,nao,7.056,5.0,2022,7.03125,4.0,8.0,-1.0,ingressante,False
masculino,2022,8.6,7.3,nao,7.5,5.0,2023,7.8125,7.3,7.2,-1.0,veterano,False
feminino,2022,9.7,3.3,nao,7.333,5.0,2022,7.25625,1.0,5.5,-1.0,ingressante,False
feminino,2022,8.5,6.8,nao,8.45,5.0,2023,8.333333333,6.0,7.5,-1.0,veterano,False
feminino,2022,9.7,7.8,nao,7.5,10.0,2022,7.875,6.0,9.5,0.0,ingressante,True
feminino,2022,9.5,8.0,nao,8.73,5.0,2023,7.916666667,6.2,9.7,-1.0,veterano,False
masculino,2018,6.5,2.0,nao,7.444,5.0,2022,7.625,2.0,2.0,-2.0,veterano,False
